"","e_","site_","sigle","name","iscore","issect","isssamp","descriptor","hasanlam","entloc","localveg","coll_","sampdate","depthatloc","icethickcm","sampdevice","corediamcm","c14depthadj","notes","site_","sitename","sitecode","siteexists","poldiv1","poldiv2","poldiv3","latdeg","latmin","latsec","latns","latdd","latdms","londeg","lonmin","lonsec","lonew","londd","londms","elevation","areaofsite"
"321",1500,1199,"BOURDIM",NA,"Y","N","N","PMSH","N",NA,NA,998,"1998-00-00",NA,NA,"Russian corer",NA,NA,NA,1199,"Bourdim","DZA-19000-BOUR",NA,"DZA","19","000",36,48,12,"N",36.803333,"36.48.12N",8,15,14,"E",8.253889,"  8.15.14E",13,7
"322",1501,1200,"GARATOUE",NA,"Y","N","N","PMSH","N",NA,NA,998,"1998-00-00",NA,NA,"Russian corer",NA,NA,NA,1200,"Garaat El-Ouez","DZA-19000-GARA",NA,"DZA","19","000",36,49,6,"N",36.818333,"36.49.06N",8,20,0,"E",8.333333,"  8.20.00E",45,10
"323",1502,1201,"ESTEBAN",NA,"Y","N","N","PBOG","N",NA,NA,670,"0000-00-00",NA,NA,NA,NA,NA,NA,1201,"San Esteban del valle","ESP-08000-ESTE",NA,"ESP","08","000",40,18,69,"N",40.319167,"40.18.69N",4,57,59,"W",-4.966389,"  4.57.59W",1600,NA
"324",1507,1205,"MARINET1","Marinet I","Y","N","N","LACU","N","15-75cm in the lake,90-625cm border lake",NA,88,"0000-00-00",NA,NA,NA,NA,NA,NA,1205,"Marinet","FRA-43000-MARI",NA,"FRA","43","000",44,33,47,"N",44.563056,"44.33.47N",6,51,43,"E",6.861944,"  6.51.43E",2532,NA
"325",1553,1243,"ELPAYO",NA,"Y","N","N","PMIR","N","Salamanca",NA,670,"0000-00-00",NA,NA,"Russian corer",5,NA,NA,1243,"El Payo","ESP-08000-ELPA",NA,"ESP","08","000",40,15,12,"N",40.253333,"40.15.12N",6,46,16,"W",-6.771111,"  6.46.16W",984,NA
"326",1554,1244,"PIRULEJO",NA,"N","Y","N","TCAV","N","Priego de Córdeba",NA,1019,"0000-00-00",NA,NA,NA,NA,NA,"sample depths calculated from the pollen diagram",1244,"El Pirulejo","ESP-01000-PIRU",NA,"ESP","01","000",37,26,20,"N",37.438889,"37.26.20N",4,11,42,"W",-4.195,"  4.11.42W",660,NA
"327",1556,1246,"LLIGAT",NA,"Y","N","N","MCOA","N",NA,NA,670,"0000-00-00",225,NA,"rotary pneumatic hammer",8.8,NA,NA,1246,"Posidonia Lligat","ESP-09000-LLIG",NA,"ESP","09","000",42,17,32,"N",42.292222,"42.17.32N",3,17,28,"W",-3.291111,"  3.17.28W",-3,NA
"328",1557,1247,"CASILLAS",NA,"Y","N","Y","PBOG","N","North-Est of Casillas village",NA,670,"0000-00-00",NA,NA,NA,NA,NA,NA,1247,"Puerto de Casillas","ESP-08000-CASI",NA,"ESP","08","000",40,19,59,"N",40.333056,"40.19.59N",4,34,8,"W",-4.568889,"  4.34.08W",1200,NA
"329",1558,1248,"CERIPAS",NA,"Y","N","Y","LACU","N","south of Villafáfila village",NA,670,"0000-00-00",NA,NA,NA,NA,NA,NA,1248,"Laguna de Ceripas","ESP-08000-CERI",NA,"ESP","08","000",41,49,55,"N",41.831944,"41.49.55N",5,36,21,"W",-5.605833,"  5.36.21W",678,NA
"330",1560,1250,"ADAJA",NA,"Y","N","Y","LACU","N",NA,NA,670,"0000-00-00",NA,NA,NA,NA,NA,NA,1250,"Almenara de Adaja","ESP-08000-ADAJ",NA,"ESP","08","000",41,11,31,"N",41.191944,"41.11.31N",4,40,5,"W",-4.668056,"  4.40.05W",784,0.02
"331",1561,1251,"MOLINAES","La Molina mire","Y","N","N","PMIR","N","Alto del Espina","Sphagnum",670,"2005-07-00",NA,NA,"Russian peat corer",5,NA,NA,1251,"La Molina mire","ESP-03000-MOLI",NA,"ESP","03","000",43,22,52,"N",43.381111,"43.22.52N",6,19,38,"E",6.327222,"  6.19.38E",650,32.8
"332",1563,1253,"CARRANQU",NA,"N","N","N","RIVR","N",NA,NA,670,"2007-00-00",NA,NA,"excavation: 3 samples",NA,NA,"IIIrd and IVth century AD",1253,"Toledo Carranque","ESP-07000-CARR",NA,"ESP","07","000",40,10,10,"N",40.169444,"40.10.10N",3,54,3,"W",-3.900833,"  3.54.03W",661,NA
"333",1564,1254,"SAUCEDO",NA,"N","N","N","RIVR","N",NA,NA,670,"2007-00-00",NA,NA,"excavation: 4 samples",NA,NA,"samples 4-5:III-IVc AD, samples 2-3:VI-VIIIc AD",1254,"El Saucedo","ESP-07000-SAUC",NA,"ESP","07","000",39,56,10,"N",39.936111,"39.56.10N",4,53,33,"W",-4.8925,"  4.53.33W",366,NA
"334",1565,1255,"PANERA",NA,"Y","N","Y","PBOG","N","West of Tormantos mountain","bog species",670,"2005-00-00",NA,NA,"Russian corer",NA,NA,NA,1255,"Turbera de La Panera Cabras","ESP-12000-PANE",NA,"ESP","12","000",40,9,57,"N",40.165833,"40.09.57N",5,45,29,"W",-5.758056,"  5.45.29W",1648,NA
"335",1566,1256,"CUCU",NA,"N","N","N","TCAV","N",NA,NA,670,"0000-00-00",NA,NA,"archaelogical excavation",NA,NA,"4 samples in different depth",1256,"Cucú cueva","ESP-01000-CUCU",NA,"ESP","01","000",37,38,19,"N",37.638611,"37.38.19N",2,15,29,"W",-2.258056,"  2.15.29W",1600,NA
"336",1567,1257,"PEPA",NA,"N","N","N","ARCH","N",NA,NA,670,"0000-00-00",NA,NA,"LateNeol.-Chalcol. settlement",NA,NA,NA,1257,"Sierra de la Pepa","ESP-12000-PEPA",NA,"ESP","12","000",39,23,24,"N",39.39,"39.23.24N",6,0,53,"W",-6.014722,"  6.00.53W",518,NA
"337",1568,1258,"SERRANIL",NA,"Y","N","Y","PMIR","N",NA,"oligotrophic bog",670,"2002-01-00",NA,NA,"Russian corer",NA,NA,NA,1258,"Puerto de Serranillos","ESP-08000-SERR",NA,"ESP","08","000",40,18,26,"N",40.307222,"40.18.26N",4,56,3,"W",-4.934167,"  4.56.03W",1700,2.4
"338",1569,1259,"CANALEJA","Cueva II","N","N","N","TCAV","N",NA,NA,670,"2005-00-00",NA,NA,"Excavation",NA,NA,"Archaeologic site",1259,"Canaleja","ESP-07000-CANA",NA,"ESP","07","000",40,54,0,"N",40.9,"40.54.00N",2,27,0,"W",-2.45,"  2.27.00W",1029,NA
"339",1570,1260,"BAJONDI",NA,"N","N","N","TCAV","N",NA,NA,670,"1989-00-00",NA,NA,"excavation, samples",NA,NA,"estimated depths from the publication",1260,"Bajondillo","ESP-01000-BAJO",NA,"ESP","01","000",36,37,11,"N",36.619722,"36.37.11N",4,29,47,"W",-4.496389,"  4.29.47W",20,NA
"340",1571,1261,"YESERAS",NA,"N","N","N","ARCH","N",NA,NA,670,"0000-00-00",NA,NA,NA,NA,NA,"Chalcolithic site",1261,"Camino de las Yeseras","ESP-15000-YESE",NA,"ESP","15","000",40,26,31,"N",40.441944,"40.26.31N",3,30,11,"W",-3.503056,"  3.30.11W",580,NA
"341",1572,1262,"ZAFRIN",NA,"N","Y","N","ARCH","N","plazas de soberanía (close to Morroco)",NA,670,"0000-00-00",NA,NA,"archaeological excavation",NA,NA,NA,1262,"El Zafrín","ESP-00000-ZAFR",NA,"ESP","00","000",35,10,38,"N",35.177222,"35.10.38N",2,26,19,"W",-2.438611,"  2.26.19W",10,NA
"342",1576,1266,"BM1","core BM1","Y","N","N","PFLP","N",NA,NA,620,"2008-00-00",NA,NA,"percussion corer (Beretta)",NA,NA,NA,1266,"Burmarrad ria","MLT-00000-BM1",NA,"MLT","00","000",35,56,6,"N",35.935,"35.56.06N",14,24,52,"E",14.414444," 14.24.52E",16,NA
"343",1600,1285,"POPRADSK","POP-B,C","Y","N","N","LNGD","N","Tatra-Farta region",NA,111,"0000-00-00",610,NA,NA,NA,NA,NA,1285,"Popradské  pleso","SVK-05000-POPR",NA,"SVK","05","000",39,5,4,"N",39.084444,"39.05.04N",20,4,23,"E",20.073056," 20.04.23E",1513,18
"344",1629,1306,"PENANEGR",NA,"Y","N","Y","PMIR","N","Est of La Garganta, in regional border",NA,670,"0000-00-00",NA,NA,"Russian corer sampler",NA,NA,NA,1306,"Peña Negra","ESP-12000-PENA",NA,"ESP","12","000",40,20,5,"N",40.334722,"40.20.05N",5,47,32,"W",-5.792222,"  5.47.32W",1258,NA
"345",1630,1307,"BELES",NA,"Y","N","N","PBOG","N",NA,NA,882,"0000-00-00",0,NA,"Dachnowsky probe",NA,NA,NA,1307,"Beles Mountains","GRC-46000-BELE",NA,"GRC","46","000",41,19,10,"N",41.319444,"41.19.10N",23,0,58,"E",23.016111," 23.00.58E",1400,0.05
"346",1631,1308,"PAIKO",NA,"Y","N","Y","PBOG","N","transition zone oak/beech frest",NA,880,"1982-00-00",0,NA,"Dachnowsky probe",NA,NA,"upper 25cm extracted with a spade, lower 90cm: no pollen",1308,"Mount Paiko","GRC-40000-PAIK",NA,"GRC","40","000",41,3,6,"N",41.051667,"41.03.06N",22,16,29,"E",22.274722," 22.16.29E",1080,0.25
"347",1632,1309,"PERTOYLI",NA,"Y","N","Y","PBOG","N",NA,NA,882,"0000-00-00",NA,NA,"Hiller",NA,NA,NA,1309,"Pertouli","GRC-49000-PERT",NA,"GRC","49","000",39,31,27,"N",39.524167,"39.31.27N",21,28,39,"E",21.4775," 21.28.39E",1440,0.04
"348",1633,1310,"PIERIA",NA,"Y","N","Y","PBOG","N",NA,NA,880,"1980-00-00",NA,NA,"Dachnowsky probe",NA,NA,NA,1310,"Flambouro-Pieria mountains","GRC-31000-PIER",NA,"GRC","31","000",40,15,34,"N",40.259444,"40.15.34N",22,10,15,"E",22.170833," 22.10.15E",1645,0.1
"349",1634,1311,"RHODOPI",NA,"Y","N","Y","PBOG","N",NA,NA,882,"0000-00-00",NA,NA,"Dachnowsky",NA,NA,NA,1311,"Elatia-Rhodopes","GRC-12000-RHOD",NA,"GRC","12","000",41,28,47,"N",41.479722,"41.28.47N",24,19,33,"E",24.325833," 24.19.33E",1520,0.09
"350",1635,1312,"VORAS",NA,"Y","N","Y","PBOG","N",NA,NA,882,"1977-00-00",NA,NA,NA,NA,NA,NA,1312,"Mount Voras","GRC-40000-VORA",NA,"GRC","40","000",41,1,11,"N",41.019722,"41.01.11N",21,54,44,"E",21.912222," 21.54.44E",1640,0.08
"351",1636,1313,"LITOCHOR",NA,"Y","N","Y","PMSH","N",NA,NA,882,"0000-00-00",0,NA,"Dachnovsky",NA,NA,NA,1313,"Litochoro","GRC-41000-LITO",NA,"GRC","41","000",40,8,20,"N",40.138889,"40.08.20N",22,32,46,"E",22.546111," 22.32.46E",25,2
"352",1660,1330,"ASIG1","AG-A","Y","N","Y","PBOG","N",NA,NA,1146,"1988-00-00",NA,NA,"Hiller corer",NA,NA,NA,1330,"Asi Gonia","GRC-09000-ASIG",NA,"GRC","09","000",35,14,55,"N",35.248611,"35.14.55N",24,16,40,"E",24.277778," 24.16.40E",780,1.14
"353",1661,1330,"ASIG2","AG-B","Y","N","Y","PBOG","N",NA,NA,1146,"1985-00-00",NA,NA,"vibro-corer",NA,NA,NA,1330,"Asi Gonia","GRC-09000-ASIG",NA,"GRC","09","000",35,14,55,"N",35.248611,"35.14.55N",24,16,40,"E",24.277778," 24.16.40E",780,1.14
"354",1730,1373,"CHAVANTS","Chavants","Y","N","Y","PBOG","N","SO of Les Chavants village","Sphagnum",88,"1986-00-00",NA,NA,"Hiller Borher",NA,NA,NA,1373,"Tourbières des Granges des Chavants","FRA-41000-CHAV",NA,"FRA","41","000",45,53,35,"N",45.893056,"45.53.35N",6,46,6,"E",6.768333,"  6.46.06E",1225,0.5
"355",1779,1387,"LS1960","P1960","Y","N","N","LACU","N","east of the lake",NA,160,"0000-00-00",NA,NA,"hand drill",NA,NA,"Late Glacial, Holocene",1387,"Ledrosee","ITA-17000-LS19",NA,"ITA","17","000",45,52,35,"N",45.876389,"45.52.35N",10,45,25,"E",10.756944," 10.45.25E",655,NA
"356",1780,1387,"L1960A","P1960A","Y","N","N","LACU","N","east of the lake",NA,160,"0000-00-00",NA,NA,"hand drill",NA,NA,"Late Glacial, Holocene",1387,"Ledrosee","ITA-17000-LS19",NA,"ITA","17","000",45,52,35,"N",45.876389,"45.52.35N",10,45,25,"E",10.756944," 10.45.25E",655,NA
"357",1781,1387,"LS1961","P1961","Y","N","N","LACU","N","east of the lake",NA,160,"0000-00-00",NA,NA,"outcrop",NA,NA,"Late Glacial, Holocene",1387,"Ledrosee","ITA-17000-LS19",NA,"ITA","17","000",45,52,35,"N",45.876389,"45.52.35N",10,45,25,"E",10.756944," 10.45.25E",655,NA
"358",1905,1485,"BREVIAI2","Bréviaire II","Y","N","N","RIVR","N",NA,NA,219,"0000-00-00",NA,NA,NA,NA,NA,NA,1485,"Paléochenal de Bréviaire","FRA-50000-BREV",NA,"FRA","50","000",45,38,59,"N",45.649722,"45.38.59N",5,30,59,"E",5.516389,"  5.30.59E",210,NA
"359",1906,1486,"LESAYMES",NA,"Y","N","N","RIVR","N",NA,NA,219,"0000-00-00",NA,NA,"Russian auger (GIK)",4,NA,"very close to an other core Cladocera-study with C14 dates",1486,"Paléochenal Les Aymes","FRA-50000-LESA",NA,"FRA","50","000",45,40,57,"N",45.6825,"45.40.57N",5,30,38,"E",5.510556,"  5.30.38E",210,NA
"360",1949,1516,"DUINGT1","Duingt I","Y","N","N","LACU","N","in Duingt village, border of Annecy lake",NA,356,"0000-00-00",NA,NA,NA,NA,NA,"Late Bronze age",1516,"Duingt","FRA-41000-DUIN",NA,"FRA","41","000",45,49,44,"N",45.828889,"45.49.44N",6,12,12,"E",6.203333,"  6.12.12E",446,NA
"361",1950,1517,"STJORIOZ","Saint-Jorioz","Y","N","N","LACU","N","Saint-Jorioz village, border lake Annecy",NA,356,"0000-00-00",NA,NA,NA,NA,NA,NA,1517,"Saint-Jorioz","FRA-41000-STJO",NA,"FRA","41","000",45,50,22,"N",45.839444,"45.50.22N",6,9,53,"E",6.164722,"  6.09.53E",464,NA
"362",1958,1518,"BART","Bart","Y","N","N","LACU","N",NA,NA,356,"0000-00-00",NA,NA,NA,NA,NA,NA,1518,"Lac de Bart","FRA-01000-BART",NA,"FRA","01","000",45,45,37,"N",45.760278,"45.45.37N",5,44,26,"E",5.740556,"  5.44.26E",240,NA
"363",2033,1576,"IFRIOUD","Ifri Oudadane","Y","N","N","MCOA","N","few km from west Kert river","deforestation",670,"2006-00-00",NA,NA,"Morocan-German excavation",NA,NA,"Archaeological site",1576,"Ifri Oudadane","MAR-25000-IFRI",NA,"MAR","25","000",35,12,46,"N",35.212778,"35.12.46N",3,15,30,"W",-3.258333,"  3.15.30W",9,NA
"364",2034,1577,"PATATERO",NA,"Y","N","N","PBOG","N","northern edge of Toledo mountain","Sphagnum,Erica tetralix,Molinia caerulea",670,"2008-00-00",NA,NA,"Russian corer",5,NA,NA,1577,"Patateros bog","ESP-07000-PATA",NA,"ESP","07","000",39,35,50,"N",39.597222,"39.35.50N",4,40,27,"W",-4.674167,"  4.40.27W",700,0.03
"365",2042,1584,"AV14K21","AV14_K2-1","Y","N","N","LACU","N","south-west of the lake",NA,872,"1989-04-20",2030,NA,"Piston corer",NA,NA,"settled area since Prehistoric period",1584,"Lago d'Averno","ITA-04000-AV14",NA,"ITA","04","000",40,50,12,"N",40.836667,"40.50.12N",14,4,23,"E",14.073056," 14.04.23E",2,55
"366",2043,1584,"AV14K22","AV14_K2-2","Y","N","N","LACU","N","south-west of the lake",NA,872,"1989-04-20",2030,NA,"Piston corer",NA,NA,"settled area since Prehistoric period",1584,"Lago d'Averno","ITA-04000-AV14",NA,"ITA","04","000",40,50,12,"N",40.836667,"40.50.12N",14,4,23,"E",14.073056," 14.04.23E",2,55
"367",2044,1584,"AV14K23","AV14_K2-3","Y","N","N","LACU","N","south-west of the lake",NA,872,"1989-04-20",2030,NA,"Piston corer",NA,NA,"settled area since Prehistoric, core estimated from 800 BC to 800 AD",1584,"Lago d'Averno","ITA-04000-AV14",NA,"ITA","04","000",40,50,12,"N",40.836667,"40.50.12N",14,4,23,"E",14.073056," 14.04.23E",2,55
"368",2045,1584,"AV14K24","AV14_K2-4","Y","N","N","LACU","N","south-west of the lake",NA,872,"1989-04-20",2030,NA,"Piston corer",NA,NA,"settled area since Prehistoric period",1584,"Lago d'Averno","ITA-04000-AV14",NA,"ITA","04","000",40,50,12,"N",40.836667,"40.50.12N",14,4,23,"E",14.073056," 14.04.23E",2,55
"369",2046,1585,"BONDONE","core Bondone","Y","N","N","PBOG","N",NA,NA,1421,"1964-05-22",NA,NA,"Dachnowski corer",NA,NA,NA,1585,"Bondone","ITA-17000-BOND",NA,"ITA","17","000",46,0,52,"N",46.014444,"46.00.52N",11,2,45,"E",11.045833," 11.02.45E",1550,NA
"370",2047,1586,"BOSCORNE","NE quarter","N","N","N","ARCH","N","NE quarter",NA,872,"1983-07-15",NA,NA,"sampling by hand",NA,NA,"Villa rustica of Boscoreale",1586,"Boscoreale","ITA-04000-BOSC",NA,"ITA","04","000",40,15,41,"N",40.261389,"40.15.41N",14,28,17,"E",14.471389," 14.28.17E",24,NA
"371",2048,1586,"BOSCORSW","SW quarter","N","N","N","ARCH","N","SW quarter",NA,872,"1983-07-15",NA,NA,"sampling by hand",NA,NA,"Villa rustica",1586,"Boscoreale","ITA-04000-BOSC",NA,"ITA","04","000",40,15,41,"N",40.261389,"40.15.41N",14,28,17,"E",14.471389," 14.28.17E",24,NA
"372",2049,1587,"FERSINA2","Fersina 2","Y","N","N","RIVR","N","south of Trento confluence Fersina/Adige",NA,872,"1997-00-00",NA,NA,"percussion drill",NA,NA,NA,1587,"Fersina","ITA-17000-FERS",NA,"ITA","17","000",46,2,50,"N",46.047222,"46.02.50N",11,7,8,"E",11.118889," 11.07.08E",191,NA
"373",2050,1588,"FIAVE","Fiavè","Y","N","N","PBOG","N",NA,NA,1421,"1964-05-18",NA,NA,"Dashnowski corer",NA,NA,"close to Palafittes",1588,"Fiavè","ITA-17000-FIAV",NA,"ITA","17","000",45,59,43,"N",45.995278,"45.59.43N",10,49,45,"E",10.829167," 10.49.45E",654,NA
"374",2051,1589,"OPLONTIS",NA,"N","N","N","ARCH","N","along the 60m long swimming pool",NA,872,"1983-07-15",NA,NA,"Excavation, sampling by hand",NA,NA,"archaeologial site",1589,"Oplontis","ITA-04000-OPLO",NA,"ITA","04","000",40,45,26,"N",40.757222,"40.45.26N",14,27,13,"E",14.453611," 14.27.13E",22,NA
"375",2052,1590,"POMPEII",NA,"N","N","N","ARCH","N","in the garden of gold bracelet's house",NA,872,"1983-07-15",NA,NA,"Excavation, sampling by hand",NA,NA,"archaeological site",1590,"Pompeii","ITA-04000-POMP",NA,"ITA","04","000",40,45,1,"N",40.750278,"40.45.01N",14,28,58,"E",14.482778," 14.28.58E",35,NA
"376",2053,1591,"SALTASOP","Saltarino sopra","Y","N","N","PBOG","N",NA,NA,1421,"1964-05-15",NA,NA,"Dachnowski corer",NA,NA,NA,1591,"Saltarino sopra","ITA-09000-SALT",NA,"ITA","09","000",45,31,47,"N",45.529722,"45.31.47N",10,29,59,"E",10.499722," 10.29.59E",210,NA
"377",2054,1592,"SALTASOT","Saltarino sotto","Y","N","N","PBOG","N",NA,NA,1421,"1964-05-15",NA,NA,"Dachnowski corer",NA,NA,NA,1592,"Saltarino sotto","ITA-09000-SALT",NA,"ITA","09","000",45,31,34,"N",45.526111,"45.31.34N",10,30,12,"E",10.503333," 10.30.12E",195,NA
"378",2157,1673,"TRIFOGLI","S1, S2, S3 and S4 cores","Y","N","N","LACU","N","in the lake","Carex paniculata tussocks",88,"2009-00-00",150,NA,"Russian peat corer",8,NA,NA,1673,"Lago Trifoglietti","ITA-03000-TRIF",NA,"ITA","03","000",39,32,56,"N",39.548889,"39.32.56N",16,1,20,"E",16.022222," 16.01.20E",1056,0.9
"379",2165,1680,"BLATISTO","Blatisto","Y","N","N","LACU","N","central part of the lake","Sphagnum island",411,"0000-00-00",400,NA,"Streif corer",NA,NA,NA,1680,"Lake Blatisto","BGR-19000-BLAT",NA,"BGR","19","000",41,37,17,"N",41.621389,"41.37.17N",24,40,41,"E",24.678056," 24.40.41E",1540,1.7
"380",2166,299,"KUPENA3","Kepena-3","Y","N","N","PMIR","N","peripheral northeastern part of the mire","Sphagnum moss",411,"2009-00-00",NA,NA,"Dachnowsky hand corer",NA,NA,NA,299,"Kupena","BGR-10000-KUPE",NA,"BGR","10","000",41,59,0,"N",41.983333,"41.59.00N",24,20,0,"E",24.333333," 24.20.00E",1356,8
"381",2167,1681,"GYOLA","Gyola","Y","N","N","PMIR","N","peripheral part of the mire","Carex,Alisma,Equisetum,Lysimachia,...",411,"0000-00-00",30,NA,"hand-corer",NA,NA,NA,1681,"Mire Gyola","BGR-01000-GYOL",NA,"BGR","01","000",41,21,17,"N",41.354722,"41.21.17N",23,7,31,"E",23.125278," 23.07.31E",714,0.1
"382",2169,1683,"VALDEYER","Valdeyernos","Y","N","N","PBOG","N","central part of the bog","mainly Sphagnum palustre",670,"2006-06-00",NA,NA,"Russian corer",5,NA,NA,1683,"Valdeyernos bog","ESP-07000-VALD",NA,"ESP","07","000",39,26,28,"N",39.441111,"39.26.28N",4,5,47,"W",-4.096389,"  4.05.47W",850,3.93
"383",2172,1684,"LECROS","Le Cros","Y","N","N","TSOI","N","east of Le Cros hamlet","Fagus",88,"0000-00-00",NA,NA,NA,NA,NA,NA,1684,"Le Cros","FRA-59000-LECR",NA,"FRA","59","000",44,23,26,"N",44.390556,"44.23.26N",3,46,29,"E",3.774722,"  3.46.29E",1350,NA
"384",2173,1685,"NEYRAC","Neyrac","Y","N","N","TSOI","N","500m south of Neyrac village","Pinus",88,"0000-00-00",NA,NA,NA,NA,NA,NA,1685,"Neyrac","FRA-59000-NEYR",NA,"FRA","59","000",44,27,54,"N",44.465,"44.27.54N",3,45,38,"E",3.760556,"  3.45.38E",1200,NA
"385",2174,1686,"BAISSESC","Baïssescure","Y","N","N","PBOG","N",NA,NA,88,"0000-00-00",NA,NA,"modified Hiller corer",NA,NA,NA,1686,"Baïssescure","FRA-46000-BAIS",NA,"FRA","46","000",43,33,0,"N",43.55,"43.33.00N",2,48,0,"E",2.8,"  2.48.00E",1000,3
"386",2175,1687,"FONTSALE","Font Salesse","Y","N","N","PBOG","N","200m from the cliff","Calluna and Sphagnum",88,"0000-00-00",NA,NA,NA,NA,NA,NA,1687,"Font Salesse","FRA-46000-FONT",NA,"FRA","46","000",43,36,6,"N",43.601667,"43.36.06N",2,58,44,"E",2.978889,"  2.58.44E",1060,0.2
"387",2178,1689,"SALVERGU","La Salverguette","Y","N","N","PBOG","N","200m north of Salvergues village",NA,88,"0000-00-00",NA,NA,NA,NA,NA,NA,1689,"La Salverguette","FRA-46000-SALV",NA,"FRA","46","000",43,38,27,"N",43.640833,"43.38.27N",2,54,22,"E",2.906111,"  2.54.22E",1070,NA
"388",2180,1691,"FINIELS","Finiels","Y","N","N","TSOI","N","close to road number D20","herbS",88,"0000-00-00",NA,NA,NA,NA,NA,NA,1691,"Finiels","FRA-59000-FINI",NA,"FRA","59","000",44,24,55,"N",44.415278,"44.24.55N",3,44,12,"E",3.736667,"  3.44.12E",1485,NA
"389",2181,1692,"SOURCETA","Sources du Tarn","Y","N","N","TSOI","N","western of top Cassini hill","Athyrium filis-femina",88,"0000-00-00",NA,NA,NA,NA,NA,NA,1692,"Sources du Tarn","FRA-59000-SOUR",NA,"FRA","59","000",44,24,23,"N",44.406389,"44.24.23N",3,48,17,"E",3.804722,"  3.48.17E",1545,NA
"390",2182,1693,"CAMARGUE","Les Camargues","Y","N","N","PBOG","N","close to mas ""Les Camargues""","bog",88,"0000-00-00",NA,NA,NA,NA,NA,NA,1693,"Les Camargues","FRA-59000-CAMA",NA,"FRA","59","000",44,22,54,"N",44.381667,"44.22.54N",3,49,10,"E",3.819444,"  3.49.10E",1335,NA
"391",2183,1694,"LOZERET1","Lozeret I","Y","N","N","TSOI","N","close to Lozeret hamlet","abandoned agricultural fields",88,"0000-00-00",NA,NA,NA,NA,NA,NA,1694,"Lozeret 1","FRA-59000-LOZE",NA,"FRA","59","000",44,27,51,"N",44.464167,"44.27.51N",3,45,35,"E",3.759722,"  3.45.35E",1280,NA
"392",2184,1695,"LOZERET2","Lozeret II","Y","N","N","TSOI","N","top of plateau","grassland",88,"0000-00-00",NA,NA,NA,NA,NA,NA,1695,"Lozeret 2","FRA-59000-LOZE",NA,"FRA","59","000",44,27,39,"N",44.460833,"44.27.39N",3,44,51,"E",3.7475,"  3.44.51E",1410,NA
"393",2185,1696,"LAUBIES1","Laubies I","Y","N","Y","PBOG","N","close to Laubies village",NA,88,"0000-00-00",NA,NA,NA,NA,NA,NA,1696,"Les Laubies","FRA-59000-LAUB",NA,"FRA","59","000",44,28,0,"N",44.466667,"44.28.00N",3,39,0,"E",3.65,"  3.39.00E",1380,NA
"394",2186,1696,"LAUBIES2","Laubies II","Y","N","Y","PBOG","N","close to Laubies village",NA,88,"0000-00-00",NA,NA,NA,NA,NA,NA,1696,"Les Laubies","FRA-59000-LAUB",NA,"FRA","59","000",44,28,0,"N",44.466667,"44.28.00N",3,39,0,"E",3.65,"  3.39.00E",1380,NA
"395",2228,1728,"VACCAJA1","Vaccaja 1","Y","N","N","PMIR","N","north of Acqua Ciarnente col","Meadow",355,"1971-00-00",NA,NA,"Hiller sampler",NA,NA,NA,1728,"Pozzine des bergeries de Vaccaja","FRA-20000-VACC","Y2000","FRA","20","000",42,13,21,"N",42.2225,"42.13.21N",8,58,46,"E",8.979444,"  8.58.46E",1570,0.5
"396",2229,1728,"VACCAJA2","Vaccaja 2","Y","N","N","PMIR","N","30m from Vaccaja1","Plain",355,"1971-00-00",NA,NA,"Coûteaux sampler",NA,NA,NA,1728,"Pozzine des bergeries de Vaccaja","FRA-20000-VACC","Y2000","FRA","20","000",42,13,21,"N",42.2225,"42.13.21N",8,58,46,"E",8.979444,"  8.58.46E",1570,0.5
"397",2246,1740,"LAGMESAG","Laguna Mesagosa core","Y","N","Y","PMIR","N","centre of basin",NA,1491,"1994-06-01",NA,NA,"Eijelkamp & Livingstone corers",NA,NA,NA,1740,"Laguna Mesagosa","ESP-14000-LAGM",NA,"ESP","14","000",41,57,55,"N",41.965278,"41.57.55N",2,48,44,"W",-2.812222,"  2.48.44W",1600,0.5
"398",2247,1741,"LAGNEGRA","Lagune Negra core","Y","N","Y","LACU","N","centre of lake",NA,77,"1991-00-00",700,NA,"Livingstone corer",NA,NA,NA,1741,"Laguna Negra","ESP-14000-LAGN",NA,"ESP","14","000",42,0,1,"N",42.000278,"42.00.01N",2,50,54,"W",-2.848333,"  2.50.54W",1760,3.6
"399",2258,1752,"CALDANE","Caldane","Y","N","N","PMSH","N","San Pedrone north east of Corsica island","Sphagnum",355,"1969-07-00",NA,NA,NA,NA,NA,NA,1752,"Prato di Caldane","FRA-37000-CALD","Y2000","FRA","37","000",42,20,11,"N",42.336389,"42.20.11N",9,20,47,"E",9.346389,"  9.20.47E",1720,NA
"400",2259,1753,"CAVALL2","Cavallara 2","Y","N","N","PMSH","N","Incudine center of the island","Beech grove",355,"1970-00-00",NA,NA,"Coûteaux corer",8,NA,NA,1753,"Bergeries de Cavallara","FRA-20000-CAVA","Y2000","FRA","20","000",41,52,32,"N",41.875556,"41.52.32N",9,10,31,"E",9.175278,"  9.10.31E",1450,NA
